level1_code,level1,level2_code,level2,manufacturing_other-manufacturing,mineral-extraction_rock-quarrying,agriculture_other-agricultural-soil-emissions,buildings_non-residential-onsite-fuel-usage,buildings_residential-onsite-fuel-usage,transportation_road-transportation-passenger,transportation_road-transportation-freight,transportation_railways,transportation_domestic-shipping,waste_solid-waste-disposal
10,群馬県,10382,下仁田町,8 ,1 ,1 ,6 ,10 ,7 ,10 ,0 ,0 ,1 
10,群馬県,10383,南牧村,1 ,0 ,1 ,1 ,3 ,2 ,2 ,0 ,0 ,0 
10,群馬県,10384,甘楽町,21 ,1 ,0 ,8 ,16 ,13 ,14 ,1 ,0 ,0 
10,群馬県,10421,中之条町,3 ,1 ,3 ,20 ,21 ,16 ,20 ,1 ,0 ,2 
10,群馬県,10424,長野原町,1 ,1 ,3 ,9 ,8 ,7 ,11 ,0 ,0 ,2 
10,群馬県,10425,嬬恋村,1 ,1 ,3 ,11 ,12 ,11 ,23 ,1 ,0 ,3 
10,群馬県,10426,草津町,0 ,0 ,0 ,15 ,11 ,5 ,4 ,0 ,0 ,1 
10,群馬県,10428,高山村,5 ,0 ,4 ,3 ,4 ,4 ,6 ,0 ,0 ,0 
10,群馬県,10429,東吾妻町,18 ,1 ,5 ,14 ,17 ,14 ,20 ,1 ,0 ,1 
10,群馬県,10443,片品村,1 ,0 ,1 ,6 ,5 ,5 ,9 ,0 ,0 ,1 
10,群馬県,10444,川場村,1 ,0 ,2 ,5 ,3 ,3 ,5 ,0 ,0 ,1 
10,群馬県,10448,昭和村,20 ,0 ,8 ,5 ,9 ,7 ,18 ,0 ,0 ,1 
10,群馬県,10449,みなかみ町,38 ,1 ,2 ,23 ,24 ,19 ,23 ,1 ,0 ,0 
10,群馬県,10464,玉村町,66 ,2 ,2 ,36 ,49 ,39 ,31 ,2 ,0 ,4 
10,群馬県,10521,板倉町,30 ,1 ,1 ,13 ,18 ,15 ,16 ,1 ,0 ,1 
10,群馬県,10522,明和町,36 ,1 ,1 ,13 ,13 ,11 ,9 ,1 ,0 ,1 
10,群馬県,10523,千代田町,102 ,1 ,1 ,11 ,14 ,12 ,12 ,1 ,0 ,2 
10,群馬県,10524,大泉町,263 ,1 ,1 ,41 ,62 ,44 ,23 ,2 ,0 ,6 
10,群馬県,10525,邑楽町,115 ,1 ,1 ,22 ,33 ,29 ,22 ,2 ,0 ,4 
11,埼玉県,11100,さいたま市,417 ,79 ,18 ,"1,792 ","1,593 ",729 ,436 ,79 ,0 ,188 
11,埼玉県,11201,川越市,382 ,17 ,8 ,424 ,418 ,238 ,145 ,21 ,0 ,42 
11,埼玉県,11202,熊谷市,483 ,11 ,10 ,272 ,225 ,182 ,123 ,11 ,0 ,29 
11,埼玉県,11203,川口市,246 ,35 ,12 ,532 ,752 ,297 ,247 ,36 ,0 ,70 
11,埼玉県,11206,行田市,163 ,4 ,4 ,84 ,90 ,77 ,51 ,5 ,0 ,11 
11,埼玉県,11207,秩父市,61 ,4 ,6 ,70 ,66 ,60 ,54 ,3 ,0 ,11 
11,埼玉県,11208,所沢市,83 ,15 ,12 ,363 ,422 ,193 ,122 ,20 ,0 ,34 
11,埼玉県,11209,飯能市,61 ,4 ,3 ,80 ,91 ,65 ,43 ,5 ,0 ,7 
11,埼玉県,11210,加須市,224 ,6 ,15 ,111 ,125 ,106 ,79 ,7 ,0 ,10 
11,埼玉県,11211,本庄市,172 ,5 ,10 ,102 ,90 ,79 ,61 ,5 ,0 ,12 
11,埼玉県,11212,東松山市,148 ,4 ,4 ,120 ,107 ,79 ,52 ,5 ,0 ,7 
11,埼玉県,11214,春日部市,111 ,8 ,3 ,224 ,279 ,154 ,90 ,14 ,0 ,28 
11,埼玉県,11215,狭山市,521 ,6 ,3 ,172 ,180 ,107 ,67 ,9 ,0 ,13 
11,埼玉県,11216,羽生市,113 ,2 ,7 ,63 ,61 ,51 ,32 ,3 ,0 ,6 
11,埼玉県,11217,鴻巣市,104 ,3 ,13 ,93 ,131 ,91 ,46 ,7 ,0 ,9 
11,埼玉県,11218,深谷市,202 ,7 ,35 ,151 ,156 ,139 ,105 ,8 ,0 ,21 
11,埼玉県,11219,上尾市,220 ,9 ,7 ,214 ,269 ,151 ,76 ,14 ,0 ,24 
11,埼玉県,11221,草加市,278 ,11 ,1 ,210 ,311 ,126 ,91 ,15 ,0 ,25 
11,埼玉県,11222,越谷市,104 ,17 ,4 ,370 ,404 ,200 ,134 ,20 ,0 ,34 
11,埼玉県,11223,蕨市,61 ,3 ,0 ,66 ,102 ,28 ,14 ,4 ,0 ,7 
11,埼玉県,11224,戸田市,111 ,7 ,3 ,192 ,172 ,65 ,69 ,8 ,0 ,10 
11,埼玉県,11225,入間市,248 ,6 ,2 ,142 ,171 ,106 ,70 ,9 ,0 ,14 
11,埼玉県,11227,朝霞市,41 ,6 ,1 ,135 ,174 ,66 ,47 ,8 ,0 ,15 
11,埼玉県,11228,志木市,11 ,3 ,1 ,56 ,91 ,36 ,22 ,4 ,0 ,6 
11,埼玉県,11229,和光市,16 ,4 ,0 ,104 ,108 ,35 ,27 ,5 ,0 ,13 
11,埼玉県,11230,新座市,60 ,9 ,1 ,156 ,197 ,84 ,69 ,10 ,0 ,11 
11,埼玉県,11231,桶川市,59 ,3 ,1 ,75 ,85 ,54 ,29 ,4 ,0 ,0 
11,埼玉県,11232,久喜市,222 ,6 ,7 ,170 ,172 ,118 ,70 ,9 ,0 ,9 
11,埼玉県,11233,北本市,32 ,3 ,1 ,58 ,76 ,49 ,23 ,4 ,0 ,3 
11,埼玉県,11234,八潮市,196 ,9 ,1 ,103 ,114 ,58 ,76 ,5 ,0 ,12 
11,埼玉県,11235,富士見市,10 ,3 ,1 ,95 ,137 ,58 ,31 ,7 ,0 ,8 
11,埼玉県,11237,三郷市,63 ,10 ,1 ,161 ,169 ,87 ,88 ,8 ,0 ,16 
11,埼玉県,11238,蓮田市,69 ,3 ,5 ,53 ,71 ,44 ,28 ,4 ,0 ,7 
11,埼玉県,11239,坂戸市,76 ,4 ,0 ,87 ,120 ,75 ,40 ,6 ,0 ,9 
11,埼玉県,11240,幸手市,54 ,2 ,4 ,52 ,58 ,41 ,27 ,3 ,0 ,0 
11,埼玉県,11241,鶴ヶ島市,29 ,3 ,1 ,70 ,83 ,51 ,26 ,4 ,0 ,7 
11,埼玉県,11242,日高市,98 ,3 ,4 ,63 ,62 ,50 ,37 ,3 ,0 ,0 
11,埼玉県,11243,吉川市,42 ,4 ,2 ,65 ,80 ,48 ,39 ,4 ,0 ,9 
11,埼玉県,11245,ふじみ野市,61 ,5 ,3 ,89 ,136 ,61 ,28 ,7 ,0 ,20 
11,埼玉県,11246,白岡市,29 ,2 ,3 ,44 ,57 ,38 ,22 ,3 ,0 ,6 
11,埼玉県,11301,伊奈町,46 ,2 ,0 ,38 ,49 ,35 ,23 ,3 ,0 ,3 
11,埼玉県,11324,三芳町,141 ,3 ,2 ,65 ,43 ,27 ,38 ,2 ,0 ,0 
11,埼玉県,11326,毛呂山町,15 ,1 ,2 ,41 ,41 ,27 ,17 ,2 ,0 ,4 
11,埼玉県,11327,越生町,4 ,0 ,1 ,9 ,13 ,10 ,8 ,1 ,0 ,2 
11,埼玉県,11341,滑川町,54 ,1 ,5 ,20 ,21 ,17 ,14 ,1 ,0 ,0 
11,埼玉県,11342,嵐山町,80 ,1 ,3 ,19 ,21 ,16 ,11 ,1 ,0 ,0 
11,埼玉県,11343,小川町,52 ,1 ,2 ,24 ,33 ,27 ,16 ,2 ,0 ,0 
11,埼玉県,11346,川島町,61 ,1 ,2 ,26 ,21 ,19 ,22 ,1 ,0 ,1 
11,埼玉県,11347,吉見町,63 ,1 ,2 ,18 ,20 ,19 ,16 ,1 ,0 ,1 
11,埼玉県,11348,鳩山町,2 ,1 ,2 ,12 ,15 ,12 ,8 ,1 ,0 ,2 
11,埼玉県,11349,ときがわ町,29 ,1 ,1 ,11 ,12 ,12 ,12 ,1 ,0 ,0 
11,埼玉県,11361,横瀬町,17 ,1 ,2 ,6 ,8 ,8 ,7 ,0 ,0 ,1 
11,埼玉県,11362,皆野町,4 ,1 ,1 ,12 ,10 ,10 ,10 ,1 ,0 ,2 
11,埼玉県,11363,長瀞町,4 ,0 ,0 ,8 ,7 ,7 ,6 ,0 ,0 ,1 
11,埼玉県,11365,小鹿野町,11 ,1 ,5 ,10 ,11 ,11 ,14 ,1 ,0 ,2 
11,埼玉県,11369,東秩父村,1 ,0 ,1 ,2 ,3 ,3 ,3 ,0 ,0 ,0 
11,埼玉県,11381,美里町,60 ,1 ,2 ,10 ,12 ,12 ,14 ,1 ,0 ,2 
11,埼玉県,11383,神川町,32 ,1 ,4 ,11 ,15 ,15 ,15 ,1 ,0 ,3 
11,埼玉県,11385,上里町,64 ,1 ,3 ,26 ,33 ,32 ,20 ,2 ,0 ,5 
11,埼玉県,11408,寄居町,186 ,2 ,5 ,33 ,38 ,33 ,26 ,2 ,0 ,6 
11,埼玉県,11442,宮代町,3 ,2 ,1 ,24 ,39 ,24 ,12 ,2 ,0 ,2 
11,埼玉県,11464,杉戸町,24 ,2 ,2 ,48 ,50 ,36 ,27 ,3 ,0 ,7 
11,埼玉県,11465,松伏町,15 ,2 ,3 ,20 ,31 ,24 ,19 ,2 ,0 ,6 
12,千葉県,12100,千葉市,"3,442 ",63 ,22 ,"1,755 ","1,237 ",620 ,387 ,58 ,46 ,124 
12,千葉県,12202,銚子市,360 ,3 ,22 ,84 ,69 ,58 ,57 ,3 ,0 ,9 
12,千葉県,12203,市川市,"1,071 ",18 ,1 ,511 ,652 ,196 ,135 ,29 ,46 ,61 
12,千葉県,12204,船橋市,"1,768 ",27 ,10 ,807 ,813 ,306 ,173 ,38 ,46 ,92 
12,千葉県,12205,館山市,20 ,2 ,9 ,83 ,60 ,41 ,40 ,3 ,3 ,7 
12,千葉県,12206,木更津市,371 ,11 ,10 ,218 ,167 ,128 ,92 ,8 ,18 ,0 
12,千葉県,12207,松戸市,771 ,20 ,8 ,533 ,638 ,242 ,137 ,29 ,0 ,48 
12,千葉県,12208,野田市,"1,320 ",6 ,9 ,196 ,184 ,135 ,106 ,9 ,0 ,5 
12,千葉県,12210,茂原市,500 ,5 ,8 ,120 ,107 ,86 ,60 ,5 ,0 ,15 
12,千葉県,12211,成田市,551 ,8 ,25 ,373 ,164 ,123 ,106 ,8 ,0 ,29 
12,千葉県,12212,佐倉市,799 ,6 ,15 ,192 ,209 ,122 ,70 ,10 ,0 ,20 
12,千葉県,12213,東金市,258 ,4 ,18 ,92 ,71 ,61 ,57 ,3 ,0 ,8 
12,千葉県,12215,旭市,342 ,4 ,58 ,86 ,69 ,67 ,79 ,4 ,0 ,9 
12,千葉県,12216,習志野市,497 ,6 ,1 ,228 ,214 ,81 ,34 ,10 ,46 ,39 
12,千葉県,12217,柏市,687 ,19 ,10 ,621 ,524 ,254 ,155 ,26 ,0 ,45 
12,千葉県,12218,勝浦市,35 ,1 ,3 ,26 ,21 ,14 ,15 ,1 ,0 ,1 
12,千葉県,12219,市原市,"12,748 ",27 ,25 ,354 ,334 ,240 ,213 ,16 ,46 ,33 
12,千葉県,12220,流山市,131 ,6 ,2 ,188 ,238 ,105 ,43 ,12 ,0 ,19 
12,千葉県,12221,八千代市,649 ,6 ,4 ,229 ,245 ,119 ,63 ,12 ,0 ,23 
12,千葉県,12222,我孫子市,111 ,4 ,2 ,122 ,158 ,79 ,30 ,8 ,0 ,7 
12,千葉県,12223,鴨川市,33 ,2 ,11 ,68 ,41 ,28 ,31 ,2 ,0 ,2 
12,千葉県,12224,鎌ケ谷市,71 ,5 ,0 ,110 ,133 ,65 ,34 ,6 ,0 ,12 
12,千葉県,12225,君津市,"2,151 ",8 ,27 ,122 ,101 ,82 ,74 ,5 ,18 ,0 
12,千葉県,12226,富津市,243 ,4 ,8 ,58 ,52 ,42 ,48 ,2 ,108 ,0 
12,千葉県,12227,浦安市,342 ,5 ,0 ,372 ,216 ,66 ,35 ,10 ,0 ,18 
12,千葉県,12228,四街道市,136 ,4 ,4 ,98 ,112 ,73 ,50 ,6 ,0 ,7 
12,千葉県,12229,袖ケ浦市,"3,371 ",6 ,13 ,82 ,75 ,59 ,60 ,4 ,46 ,0 
12,千葉県,12230,八街市,140 ,4 ,8 ,74 ,84 ,71 ,73 ,4 ,0 ,9 
12,千葉県,12231,印西市,108 ,4 ,21 ,149 ,115 ,80 ,55 ,6 ,0 ,18 
12,千葉県,12232,白井市,337 ,3 ,2 ,70 ,69 ,45 ,36 ,4 ,0 ,10 
12,千葉県,12233,富里市,129 ,3 ,11 ,68 ,62 ,51 ,44 ,3 ,0 ,0 
12,千葉県,12234,南房総市,28 ,2 ,20 ,41 ,44 ,32 ,43 ,2 ,0 ,2 
12,千葉県,12235,匝瑳市,157 ,3 ,28 ,40 ,38 ,38 ,53 ,2 ,0 ,4 
12,千葉県,12236,香取市,186 ,5 ,61 ,91 ,80 ,78 ,92 ,4 ,0 ,5 
12,千葉県,12237,山武市,360 ,3 ,20 ,53 ,58 ,55 ,64 ,3 ,0 ,6 
12,千葉県,12238,いすみ市,81 ,2 ,16 ,41 ,44 ,34 ,41 ,2 ,0 ,4 
12,千葉県,12239,大網白里市,32 ,2 ,5 ,41 ,57 ,44 ,31 ,3 ,0 ,6 
12,千葉県,12322,酒々井町,39 ,0 ,3 ,32 ,26 ,18 ,12 ,1 ,0 ,3 
12,千葉県,12329,栄町,75 ,1 ,1 ,19 ,24 ,19 ,12 ,1 ,0 ,2 
12,千葉県,12342,神崎町,62 ,0 ,2 ,5 ,6 ,6 ,6 ,0 ,0 ,0 
12,千葉県,12347,多古町,125 ,1 ,13 ,23 ,15 ,16 ,26 ,1 ,0 ,1 
12,千葉県,12349,東庄町,80 ,1 ,13 ,10 ,14 ,14 ,17 ,1 ,0 ,1 
12,千葉県,12403,九十九里町,69 ,1 ,6 ,15 ,18 ,16 ,16 ,1 ,0 ,2 
12,千葉県,12409,芝山町,132 ,1 ,7 ,29 ,8 ,9 ,19 ,0 ,0 ,2 
12,千葉県,12410,横芝光町,125 ,2 ,14 ,23 ,25 ,22 ,26 ,1 ,0 ,3 
12,千葉県,12421,一宮町,43 ,1 ,2 ,14 ,15 ,11 ,12 ,1 ,0 ,2 
12,千葉県,12422,睦沢町,12 ,0 ,4 ,8 ,7 ,7 ,7 ,0 ,0 ,1 
12,千葉県,12423,長生村,105 ,1 ,9 ,12 ,16 ,15 ,16 ,1 ,0 ,2 
12,千葉県,12424,白子町,40 ,1 ,7 ,9 ,13 ,11 ,13 ,1 ,0 ,2 
12,千葉県,12426,長柄町,71 ,1 ,2 ,11 ,8 ,7 ,12 ,0 ,0 ,1 
12,千葉県,12427,長南町,80 ,1 ,4 ,8 ,8 ,8 ,11 ,0 ,0 ,1 
12,千葉県,12441,大多喜町,50 ,1 ,3 ,15 ,10 ,9 ,13 ,0 ,0 ,0 
12,千葉県,12443,御宿町,3 ,0 ,1 ,7 ,9 ,6 ,5 ,0 ,0 ,4 
12,千葉県,12463,鋸南町,3 ,0 ,0 ,9 ,9 ,6 ,7 ,0 ,0 ,1 
13,東京都,13101,千代田区,30 ,65 ,6 ,"3,676 ",91 ,42 ,30 ,4 ,0 ,16 
13,東京都,13102,中央区,26 ,78 ,31 ,"2,365 ",232 ,57 ,42 ,10 ,53 ,27 
13,東京都,13103,港区,31 ,105 ,22 ,"3,445 ",352 ,108 ,57 ,15 ,53 ,43 
13,東京都,13104,新宿区,44 ,64 ,7 ,"2,213 ",525 ,74 ,58 ,20 ,0 ,58 
13,東京都,13105,文京区,44 ,18 ,2 ,661 ,297 ,46 ,28 ,14 ,0 ,36 
13,東京都,13106,台東区,59 ,25 ,3 ,697 ,302 ,44 ,47 ,12 ,0 ,33 
13,東京都,13107,墨田区,111 ,20 ,5 ,454 ,382 ,64 ,68 ,16 ,0 ,43 
13,東京都,13108,江東区,144 ,50 ,15 ,"1,213 ",666 ,132 ,183 ,31 ,53 ,71 
13,東京都,13109,品川区,52 ,37 ,3 ,"1,292 ",538 ,96 ,83 ,24 ,53 ,61 
13,東京都,13110,目黒区,19 ,10 ,3 ,433 ,372 ,79 ,34 ,16 ,0 ,45 
13,東京都,13111,大田区,240 ,38 ,31 ,"1,057 ",945 ,206 ,212 ,43 ,53 ,109 
13,東京都,13112,世田谷区,17 ,32 ,17 ,901 ,"1,156 ",287 ,135 ,54 ,0 ,145 
13,東京都,13113,渋谷区,37 ,43 ,2 ,"1,848 ",331 ,76 ,37 ,14 ,0 ,44 
13,東京都,13114,中野区,6 ,17 ,0 ,391 ,492 ,69 ,46 ,20 ,0 ,46 
13,東京都,13115,杉並区,10 ,19 ,4 ,512 ,767 ,145 ,77 ,34 ,0 ,78 
13,東京都,13116,豊島区,31 ,26 ,2 ,854 ,426 ,60 ,46 ,17 ,0 ,44 
13,東京都,13117,北区,69 ,18 ,5 ,386 ,476 ,80 ,56 ,21 ,0 ,50 
13,東京都,13118,荒川区,38 ,11 ,1 ,222 ,280 ,47 ,49 ,13 ,0 ,33 
13,東京都,13119,板橋区,173 ,24 ,6 ,579 ,754 ,153 ,133 ,33 ,0 ,84 
13,東京都,13120,練馬区,28 ,33 ,12 ,582 ,906 ,238 ,155 ,43 ,0 ,105 
13,東京都,13121,足立区,122 ,39 ,13 ,650 ,860 ,263 ,273 ,41 ,0 ,105 
13,東京都,13122,葛飾区,82 ,23 ,4 ,383 ,574 ,153 ,123 ,27 ,0 ,68 
13,東京都,13123,江戸川区,102 ,36 ,9 ,549 ,820 ,234 ,246 ,41 ,0 ,103 
13,東京都,13201,八王子市,210 ,23 ,26 ,680 ,658 ,313 ,207 ,33 ,0 ,52 
13,東京都,13202,立川市,33 ,14 ,6 ,375 ,225 ,90 ,64 ,11 ,0 ,6 
13,東京都,13203,武蔵野市,4 ,5 ,1 ,269 ,184 ,42 ,18 ,9 ,0 ,12 
13,東京都,13204,三鷹市,14 ,6 ,5 ,177 ,226 ,65 ,36 ,11 ,0 ,17 
13,東京都,13205,青梅市,74 ,5 ,8 ,132 ,152 ,95 ,58 ,8 ,0 ,14 
13,東京都,13206,府中市,358 ,13 ,12 ,311 ,303 ,101 ,69 ,15 ,0 ,12 
13,東京都,13207,昭島市,180 ,4 ,4 ,125 ,132 ,59 ,36 ,7 ,0 ,8 
13,東京都,13208,調布市,20 ,8 ,4 ,249 ,288 ,81 ,47 ,14 ,0 ,17 
13,東京都,13209,町田市,46 ,15 ,16 ,430 ,483 ,225 ,112 ,25 ,0 ,36 
13,東京都,13210,小金井市,5 ,2 ,2 ,97 ,148 ,41 ,17 ,7 ,0 ,8 
13,東京都,13211,小平市,55 ,6 ,7 ,177 ,225 ,81 ,43 ,12 ,0 ,11 
13,東京都,13212,日野市,98 ,5 ,2 ,151 ,218 ,86 ,39 ,11 ,0 ,7 
13,東京都,13213,東村山市,26 ,4 ,2 ,118 ,178 ,69 ,38 ,9 ,0 ,7 
13,東京都,13214,国分寺市,11 ,3 ,2 ,112 ,149 ,46 ,18 ,8 ,0 ,8 
13,東京都,13215,国立市,2 ,3 ,0 ,91 ,92 ,29 ,23 ,4 ,0 ,5 
13,東京都,13218,福生市,8 ,2 ,2 ,55 ,71 ,37 ,20 ,3 ,0 ,6 
13,東京都,13219,狛江市,6 ,3 ,1 ,52 ,102 ,27 ,16 ,5 ,0 ,7 
13,東京都,13220,東大和市,34 ,3 ,1 ,69 ,95 ,47 ,26 ,5 ,0 ,5 
13,東京都,13221,清瀬市,8 ,2 ,1 ,61 ,86 ,33 ,17 ,4 ,0 ,5 
13,東京都,13222,東久留米市,69 ,5 ,5 ,89 ,132 ,52 ,34 ,7 ,0 ,7 
13,東京都,13223,武蔵村山市,79 ,4 ,1 ,65 ,76 ,51 ,46 ,4 ,0 ,5 
13,東京都,13224,多摩市,11 ,5 ,7 ,213 ,175 ,65 ,29 ,9 ,0 ,13 
13,東京都,13225,稲城市,11 ,4 ,6 ,75 ,100 ,42 ,25 ,5 ,0 ,8 
13,東京都,13227,羽村市,318 ,2 ,1 ,57 ,62 ,37 ,21 ,3 ,0 ,6 
13,東京都,13228,あきる野市,19 ,4 ,3 ,62 ,87 ,62 ,44 ,5 ,0 ,11 
13,東京都,13229,西東京市,13 ,7 ,1 ,155 ,238 ,74 ,37 ,12 ,0 ,16 
13,東京都,13303,瑞穂町,281 ,2 ,4 ,42 ,36 ,29 ,41 ,2 ,0 ,4 
13,東京都,13305,日の出町,26 ,1 ,7 ,26 ,18 ,13 ,13 ,1 ,0 ,3 
13,東京都,13307,檜原村,0 ,0 ,5 ,3 ,3 ,2 ,3 ,0 ,0 ,1 
13,東京都,13308,奥多摩町,0 ,1 ,5 ,6 ,6 ,4 ,5 ,0 ,0 ,1 
13,東京都,13361,大島町,0 ,1 ,1 ,9 ,10 ,7 ,16 ,0 ,22 ,1 
13,東京都,13362,利島村,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,19 ,0 
13,東京都,13363,新島村,0 ,0 ,1 ,3 ,3 ,2 ,6 ,0 ,38 ,0 
13,東京都,13364,神津島村,0 ,0 ,0 ,3 ,2 ,1 ,4 ,0 ,7 ,0 
13,東京都,13381,三宅村,0 ,1 ,0 ,3 ,4 ,2 ,6 ,0 ,9 ,0 
13,東京都,13382,御蔵島村,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,15 ,0 
13,東京都,13401,八丈町,0 ,1 ,1 ,9 ,10 ,6 ,14 ,0 ,12 ,1 
13,東京都,13402,青ヶ島村,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 
13,東京都,13421,小笠原村,0 ,0 ,7 ,6 ,4 ,2 ,5 ,0 ,8 ,0 
14,神奈川県,14100,横浜市,"5,243 ",193 ,67 ,"5,358 ","4,642 ","1,685 ","1,032 ",221 ,234 ,291 
14,神奈川県,14130,川崎市,"5,046 ",63 ,23 ,"1,832 ","1,951 ",525 ,355 ,90 ,118 ,157 
14,神奈川県,14150,相模原市,"1,514 ",32 ,33 ,800 ,882 ,415 ,288 ,42 ,0 ,87 
14,神奈川県,14201,横須賀市,922 ,17 ,21 ,464 ,482 ,219 ,125 ,23 ,174 ,32 
14,神奈川県,14203,平塚市,"1,272 ",13 ,23 ,328 ,304 ,175 ,121 ,15 ,0 ,33 
14,神奈川県,14204,鎌倉市,293 ,4 ,2 ,241 ,213 ,84 ,34 ,10 ,0 ,10 
14,神奈川県,14205,藤沢市,"2,176 ",15 ,12 ,532 ,527 ,231 ,134 ,26 ,0 ,46 
14,神奈川県,14206,小田原市,674 ,8 ,8 ,282 ,226 ,134 ,94 ,11 ,0 ,17 
14,神奈川県,14207,茅ヶ崎市,413 ,7 ,2 ,197 ,282 ,131 ,64 ,15 ,0 ,22 
14,神奈川県,14208,逗子市,2 ,1 ,1 ,54 ,70 ,29 ,10 ,3 ,0 ,7 
14,神奈川県,14210,三浦市,29 ,2 ,7 ,48 ,50 ,29 ,32 ,2 ,0 ,0 
14,神奈川県,14211,秦野市,566 ,5 ,9 ,150 ,189 ,113 ,55 ,9 ,0 ,20 
14,神奈川県,14212,厚木市,821 ,14 ,10 ,488 ,273 ,164 ,140 ,13 ,0 ,20 
14,神奈川県,14213,大和市,377 ,14 ,1 ,240 ,300 ,119 ,76 ,14 ,0 ,16 
14,神奈川県,14214,伊勢原市,296 ,4 ,9 ,128 ,119 ,73 ,50 ,6 ,0 ,13 
14,神奈川県,14215,海老名市,304 ,5 ,3 ,202 ,160 ,80 ,52 ,8 ,0 ,11 
14,神奈川県,14216,座間市,298 ,4 ,4 ,129 ,160 ,73 ,43 ,8 ,0 ,12 
14,神奈川県,14217,南足柄市,296 ,3 ,7 ,33 ,46 ,33 ,23 ,2 ,0 ,3 
14,神奈川県,14218,綾瀬市,486 ,4 ,2 ,90 ,97 ,57 ,49 ,5 ,0 ,10 
14,神奈川県,14301,葉山町,2 ,1 ,0 ,27 ,37 ,21 ,11 ,2 ,0 ,0 
14,神奈川県,14321,寒川町,529 ,3 ,0 ,52 ,56 ,35 ,29 ,3 ,0 ,0 
14,神奈川県,14341,大磯町,9 ,1 ,1 ,29 ,37 ,22 ,11 ,2 ,1 ,0 
14,神奈川県,14342,二宮町,7 ,0 ,1 ,22 ,32 ,19 ,8 ,2 ,0 ,0 
14,神奈川県,14361,中井町,94 ,1 ,2 ,16 ,10 ,9 ,16 ,1 ,0 ,1 
14,神奈川県,14362,大井町,16 ,1 ,2 ,21 ,19 ,15 ,12 ,1 ,0 ,1 
14,神奈川県,14363,松田町,13 ,0 ,1 ,13 ,12 ,9 ,7 ,1 ,0 ,1 
14,神奈川県,14364,山北町,63 ,1 ,5 ,9 ,11 ,9 ,10 ,1 ,0 ,1 
14,神奈川県,14366,開成町,40 ,0 ,2 ,24 ,19 ,14 ,7 ,1 ,0 ,1 
14,神奈川県,14382,箱根町,1 ,1 ,3 ,48 ,17 ,10 ,9 ,1 ,0 ,4 
14,神奈川県,14383,真鶴町,1 ,0 ,1 ,5 ,9 ,5 ,3 ,0 ,0 ,2 
14,神奈川県,14384,湯河原町,14 ,1 ,2 ,31 ,32 ,16 ,12 ,1 ,0 ,6 
14,神奈川県,14401,愛川町,428 ,2 ,6 ,58 ,47 ,39 ,39 ,2 ,0 ,0 
14,神奈川県,14402,清川村,8 ,0 ,4 ,4 ,3 ,3 ,5 ,0 ,0 ,0 
15,新潟県,15100,新潟市,"1,139 ",108 ,63 ,"1,235 ","1,204 ",706 ,452 ,46 ,71 ,81 
15,新潟県,15202,長岡市,675 ,38 ,37 ,379 ,381 ,247 ,189 ,15 ,0 ,18 
15,新潟県,15204,三条市,306 ,10 ,16 ,137 ,128 ,92 ,77 ,5 ,0 ,14 
15,新潟県,15205,柏崎市,194 ,12 ,10 ,104 ,120 ,77 ,55 ,5 ,1 ,14 
15,新潟県,15206,新発田市,139 ,12 ,33 ,119 ,129 ,92 ,72 ,6 ,0 ,18 
15,新潟県,15208,小千谷市,110 ,5 ,7 ,37 ,45 ,31 ,27 ,2 ,0 ,3 
15,新潟県,15209,加茂市,69 ,2 ,3 ,22 ,35 ,23 ,15 ,1 ,0 ,2 
15,新潟県,15210,十日町市,39 ,10 ,27 ,58 ,68 ,42 ,52 ,3 ,0 ,5 
15,新潟県,15211,見附市,158 ,3 ,3 ,40 ,53 ,37 ,23 ,2 ,0 ,4 
15,新潟県,15212,村上市,65 ,9 ,26 ,69 ,77 ,54 ,54 ,3 ,4 ,11 
15,新潟県,15213,燕市,458 ,6 ,6 ,94 ,106 ,78 ,54 ,5 ,0 ,7 
15,新潟県,15216,糸魚川市,153 ,10 ,4 ,49 ,59 ,36 ,39 ,2 ,12 ,7 
15,新潟県,15217,妙高市,135 ,4 ,10 ,39 ,43 ,29 ,29 ,2 ,0 ,2 
15,新潟県,15218,五泉市,122 ,6 ,18 ,43 ,66 ,46 ,35 ,3 ,0 ,5 
15,新潟県,15222,上越市,587 ,31 ,55 ,258 ,268 ,180 ,165 ,11 ,6 ,17 
15,新潟県,15223,阿賀野市,139 ,8 ,18 ,37 ,51 ,41 ,39 ,2 ,0 ,5 
15,新潟県,15224,佐渡市,14 ,9 ,22 ,73 ,80 ,46 ,81 ,3 ,59 ,5 
15,新潟県,15225,魚沼市,60 ,6 ,9 ,39 ,46 ,31 ,36 ,2 ,0 ,4 
15,新潟県,15226,南魚沼市,80 ,11 ,54 ,75 ,70 ,50 ,59 ,3 ,0 ,10 
15,新潟県,15227,胎内市,132 ,4 ,9 ,30 ,38 ,28 ,25 ,2 ,0 ,6 
15,新潟県,15307,聖籠町,196 ,4 ,4 ,24 ,17 ,14 ,19 ,1 ,71 ,2 
15,新潟県,15342,弥彦村,23 ,1 ,2 ,7 ,10 ,8 ,6 ,0 ,0 ,1 
