level1_code,level1,level2_code,level2,manufacturing_other-manufacturing,mineral-extraction_rock-quarrying,agriculture_other-agricultural-soil-emissions,buildings_non-residential-onsite-fuel-usage,buildings_residential-onsite-fuel-usage,transportation_road-transportation-passenger,transportation_road-transportation-freight,transportation_railways,transportation_domestic-shipping,waste_solid-waste-disposal
15,新潟県,15361,田上町,15 ,1 ,1 ,9 ,15 ,11 ,7 ,1 ,0 ,1 
15,新潟県,15385,阿賀町,4 ,2 ,7 ,11 ,15 ,9 ,10 ,1 ,0 ,4 
15,新潟県,15405,出雲崎町,5 ,0 ,1 ,4 ,6 ,4 ,3 ,0 ,0 ,0 
15,新潟県,15461,湯沢町,2 ,2 ,1 ,20 ,14 ,7 ,9 ,0 ,0 ,0 
15,新潟県,15482,津南町,13 ,1 ,8 ,10 ,12 ,7 ,13 ,1 ,0 ,1 
15,新潟県,15504,刈羽村,4 ,2 ,2 ,4 ,6 ,5 ,5 ,0 ,0 ,0 
15,新潟県,15581,関川村,7 ,1 ,6 ,5 ,6 ,5 ,6 ,0 ,0 ,0 
15,新潟県,15586,粟島浦村,0 ,0 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 
16,富山県,16201,富山市,"1,105 ",37 ,49 ,736 ,838 ,409 ,261 ,24 ,3 ,54 
16,富山県,16202,高岡市,346 ,12 ,29 ,258 ,318 ,166 ,103 ,10 ,3 ,19 
16,富山県,16204,魚津市,101 ,4 ,10 ,59 ,77 ,42 ,31 ,2 ,1 ,1 
16,富山県,16205,氷見市,70 ,2 ,15 ,47 ,80 ,44 ,35 ,3 ,0 ,5 
16,富山県,16206,滑川市,190 ,2 ,6 ,31 ,58 ,33 ,20 ,2 ,0 ,4 
16,富山県,16207,黒部市,179 ,4 ,10 ,50 ,72 ,41 ,31 ,2 ,0 ,2 
16,富山県,16208,砺波市,139 ,4 ,25 ,69 ,80 ,49 ,37 ,3 ,0 ,7 
16,富山県,16209,小矢部市,59 ,3 ,25 ,38 ,48 ,29 ,27 ,2 ,0 ,3 
16,富山県,16210,南砺市,152 ,5 ,42 ,57 ,80 ,47 ,49 ,3 ,0 ,9 
16,富山県,16211,射水市,435 ,6 ,33 ,119 ,167 ,93 ,69 ,5 ,3 ,10 
16,富山県,16321,舟橋村,3 ,0 ,1 ,3 ,5 ,3 ,1 ,0 ,0 ,0 
16,富山県,16322,上市町,65 ,1 ,3 ,19 ,35 ,20 ,14 ,1 ,0 ,3 
16,富山県,16323,立山町,69 ,2 ,9 ,20 ,43 ,26 ,22 ,1 ,0 ,3 
16,富山県,16342,入善町,76 ,2 ,17 ,22 ,40 ,24 ,20 ,1 ,0 ,1 
16,富山県,16343,朝日町,11 ,1 ,5 ,12 ,21 ,11 ,10 ,1 ,0 ,1 
17,石川県,17201,金沢市,266 ,40 ,36 ,934 ,842 ,420 ,256 ,26 ,14 ,49 
17,石川県,17202,七尾市,48 ,4 ,23 ,86 ,87 ,47 ,45 ,3 ,4 ,7 
17,石川県,17203,小松市,360 ,6 ,14 ,158 ,179 ,106 ,67 ,6 ,0 ,8 
17,石川県,17204,輪島市,4 ,2 ,17 ,32 ,46 ,21 ,24 ,1 ,1 ,4 
17,石川県,17205,珠洲市,5 ,1 ,6 ,16 ,23 ,11 ,16 ,1 ,0 ,1 
17,石川県,17206,加賀市,158 ,3 ,7 ,81 ,115 ,64 ,47 ,4 ,0 ,9 
17,石川県,17207,羽咋市,24 ,1 ,7 ,26 ,34 ,20 ,18 ,1 ,0 ,2 
17,石川県,17209,かほく市,41 ,2 ,7 ,38 ,56 ,34 ,20 ,2 ,0 ,4 
17,石川県,17210,白山市,306 ,8 ,40 ,149 ,182 ,111 ,77 ,7 ,0 ,15 
17,石川県,17211,能美市,187 ,3 ,7 ,52 ,78 ,48 ,27 ,3 ,0 ,5 
17,石川県,17212,野々市市,14 ,3 ,0 ,97 ,100 ,52 ,24 ,3 ,0 ,8 
17,石川県,17324,川北町,21 ,0 ,2 ,7 ,8 ,6 ,5 ,0 ,0 ,1 
17,石川県,17361,津幡町,29 ,2 ,11 ,28 ,59 ,36 ,20 ,2 ,0 ,4 
17,石川県,17365,内灘町,2 ,1 ,3 ,26 ,45 ,25 ,9 ,2 ,0 ,3 
17,石川県,17384,志賀町,40 ,2 ,24 ,21 ,32 ,19 ,23 ,1 ,0 ,2 
17,石川県,17386,宝達志水町,69 ,1 ,8 ,10 ,19 ,12 ,12 ,1 ,0 ,1 
17,石川県,17407,中能登町,16 ,1 ,5 ,12 ,26 ,16 ,12 ,1 ,0 ,1 
17,石川県,17461,穴水町,4 ,1 ,8 ,12 ,14 ,7 ,9 ,0 ,0 ,1 
17,石川県,17463,能登町,6 ,1 ,18 ,18 ,29 ,14 ,17 ,1 ,1 ,2 
18,福井県,18201,福井市,531 ,23 ,38 ,548 ,533 ,259 ,196 ,15 ,3 ,28 
18,福井県,18202,敦賀市,153 ,8 ,6 ,111 ,146 ,62 ,52 ,4 ,74 ,11 
18,福井県,18204,小浜市,50 ,2 ,14 ,48 ,61 ,26 ,27 ,2 ,0 ,6 
18,福井県,18205,大野市,64 ,3 ,23 ,36 ,58 ,31 ,33 ,2 ,0 ,5 
18,福井県,18206,勝山市,69 ,2 ,10 ,24 ,39 ,21 ,19 ,1 ,0 ,3 
18,福井県,18207,鯖江市,230 ,3 ,6 ,79 ,127 ,67 ,39 ,4 ,0 ,6 
18,福井県,18208,あわら市,158 ,1 ,16 ,34 ,51 ,27 ,24 ,2 ,0 ,4 
18,福井県,18209,越前市,680 ,6 ,14 ,109 ,156 ,80 ,61 ,5 ,0 ,7 
18,福井県,18210,坂井市,369 ,5 ,22 ,104 ,164 ,90 ,67 ,5 ,3 ,11 
18,福井県,18322,永平寺町,21 ,1 ,8 ,27 ,33 ,18 ,13 ,1 ,0 ,2 
18,福井県,18382,池田町,2 ,0 ,4 ,3 ,4 ,2 ,4 ,0 ,0 ,0 
18,福井県,18404,南越前町,13 ,1 ,8 ,8 ,17 ,10 ,10 ,1 ,0 ,1 
18,福井県,18423,越前町,40 ,1 ,7 ,19 ,36 ,20 ,19 ,1 ,0 ,2 
18,福井県,18442,美浜町,4 ,2 ,5 ,17 ,18 ,9 ,11 ,1 ,0 ,0 
18,福井県,18481,高浜町,7 ,3 ,9 ,16 ,21 ,9 ,10 ,1 ,0 ,0 
18,福井県,18483,おおい町,3 ,2 ,4 ,13 ,16 ,7 ,9 ,0 ,0 ,1 
18,福井県,18501,若狭町,82 ,1 ,14 ,17 ,25 ,13 ,18 ,1 ,0 ,0 
19,山梨県,19201,甲府市,109 ,16 ,4 ,357 ,286 ,183 ,120 ,11 ,0 ,24 
19,山梨県,19202,富士吉田市,37 ,6 ,2 ,71 ,62 ,49 ,35 ,3 ,0 ,12 
19,山梨県,19204,都留市,21 ,3 ,1 ,42 ,41 ,29 ,24 ,2 ,0 ,5 
19,山梨県,19205,山梨市,18 ,2 ,4 ,37 ,45 ,33 ,41 ,2 ,0 ,5 
19,山梨県,19206,大月市,18 ,2 ,1 ,22 ,31 ,22 ,21 ,1 ,0 ,5 
19,山梨県,19207,韮崎市,103 ,3 ,2 ,34 ,39 ,31 ,36 ,2 ,0 ,3 
19,山梨県,19208,南アルプス市,113 ,5 ,3 ,60 ,90 ,76 ,80 ,4 ,0 ,9 
19,山梨県,19209,北杜市,100 ,3 ,22 ,54 ,67 ,48 ,65 ,3 ,0 ,4 
19,山梨県,19210,甲斐市,19 ,5 ,5 ,74 ,105 ,78 ,47 ,5 ,0 ,9 
19,山梨県,19211,笛吹市,44 ,4 ,6 ,87 ,92 ,70 ,83 ,4 ,0 ,8 
19,山梨県,19212,上野原市,35 ,1 ,2 ,24 ,31 ,19 ,17 ,1 ,0 ,3 
19,山梨県,19213,甲州市,12 ,2 ,4 ,31 ,40 ,30 ,43 ,2 ,0 ,4 
19,山梨県,19214,中央市,56 ,2 ,5 ,49 ,42 ,33 ,31 ,2 ,0 ,4 
19,山梨県,19346,市川三郷町,14 ,1 ,0 ,12 ,20 ,15 ,15 ,1 ,0 ,2 
19,山梨県,19364,早川町,0 ,1 ,0 ,2 ,2 ,1 ,2 ,0 ,0 ,0 
19,山梨県,19365,身延町,12 ,1 ,2 ,14 ,16 ,11 ,15 ,1 ,0 ,2 
19,山梨県,19366,南部町,13 ,1 ,1 ,6 ,9 ,7 ,10 ,0 ,0 ,1 
19,山梨県,19368,富士川町,20 ,1 ,1 ,15 ,19 ,15 ,15 ,1 ,0 ,2 
19,山梨県,19384,昭和町,120 ,3 ,1 ,53 ,29 ,24 ,20 ,1 ,0 ,3 
19,山梨県,19422,道志村,1 ,0 ,1 ,1 ,2 ,2 ,3 ,0 ,0 ,0 
19,山梨県,19423,西桂町,2 ,0 ,0 ,3 ,5 ,4 ,3 ,0 ,0 ,0 
19,山梨県,19424,忍野村,135 ,1 ,0 ,9 ,13 ,10 ,9 ,1 ,0 ,0 
19,山梨県,19425,山中湖村,5 ,1 ,0 ,12 ,8 ,7 ,9 ,0 ,0 ,2 
19,山梨県,19429,鳴沢村,10 ,0 ,0 ,4 ,4 ,4 ,6 ,0 ,0 ,0 
19,山梨県,19430,富士河口湖町,38 ,2 ,1 ,44 ,35 ,28 ,22 ,2 ,0 ,0 
19,山梨県,19442,小菅村,0 ,0 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 
19,山梨県,19443,丹波山村,0 ,0 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 
20,長野県,20201,長野市,222 ,30 ,38 ,601 ,614 ,350 ,292 ,22 ,0 ,42 
20,長野県,20202,松本市,183 ,16 ,17 ,402 ,406 ,232 ,196 ,14 ,0 ,33 
20,長野県,20203,上田市,200 ,8 ,11 ,209 ,259 ,158 ,136 ,9 ,0 ,6 
20,長野県,20204,岡谷市,68 ,2 ,2 ,56 ,79 ,48 ,33 ,3 ,0 ,6 
20,長野県,20205,飯田市,73 ,9 ,9 ,138 ,150 ,97 ,102 ,6 ,0 ,6 
20,長野県,20206,諏訪市,38 ,3 ,7 ,77 ,84 ,50 ,40 ,3 ,0 ,6 
20,長野県,20207,須坂市,58 ,2 ,5 ,54 ,77 ,49 ,46 ,3 ,0 ,5 
20,長野県,20208,小諸市,44 ,2 ,8 ,52 ,71 ,44 ,49 ,2 ,0 ,5 
20,長野県,20209,伊那市,71 ,4 ,23 ,85 ,106 ,69 ,76 ,4 ,0 ,5 
20,長野県,20210,駒ヶ根市,71 ,3 ,8 ,42 ,51 ,33 ,32 ,2 ,0 ,2 
20,長野県,20211,中野市,50 ,2 ,29 ,48 ,66 ,42 ,51 ,3 ,0 ,6 
20,長野県,20212,大町市,39 ,2 ,8 ,32 ,45 ,27 ,35 ,2 ,0 ,3 
20,長野県,20213,飯山市,34 ,2 ,9 ,23 ,30 ,19 ,30 ,1 ,0 ,2 
20,長野県,20214,茅野市,94 ,3 ,3 ,60 ,92 ,57 ,56 ,3 ,0 ,6 
20,長野県,20215,塩尻市,283 ,3 ,8 ,74 ,107 ,66 ,60 ,4 ,0 ,8 
20,長野県,20217,佐久市,93 ,6 ,13 ,120 ,161 ,101 ,107 ,6 ,0 ,7 
20,長野県,20218,千曲市,82 ,3 ,8 ,60 ,91 ,59 ,55 ,4 ,0 ,6 
20,長野県,20219,東御市,42 ,2 ,6 ,31 ,46 ,31 ,38 ,2 ,0 ,3 
20,長野県,20220,安曇野市,203 ,4 ,15 ,98 ,154 ,96 ,84 ,6 ,0 ,10 
20,長野県,20303,小海町,1 ,1 ,2 ,6 ,7 ,5 ,10 ,0 ,0 ,0 
20,長野県,20304,川上村,0 ,0 ,2 ,3 ,5 ,4 ,15 ,0 ,0 ,0 
20,長野県,20305,南牧村,3 ,0 ,5 ,4 ,5 ,3 ,10 ,0 ,0 ,0 
20,長野県,20306,南相木村,0 ,0 ,0 ,1 ,2 ,1 ,2 ,0 ,0 ,0 
20,長野県,20307,北相木村,0 ,0 ,0 ,0 ,1 ,1 ,2 ,0 ,0 ,0 
20,長野県,20309,佐久穂町,3 ,1 ,2 ,7 ,16 ,11 ,16 ,1 ,0 ,0 
20,長野県,20321,軽井沢町,1 ,2 ,3 ,50 ,40 ,23 ,21 ,1 ,0 ,3 
20,長野県,20323,御代田町,74 ,1 ,2 ,11 ,28 ,16 ,17 ,1 ,0 ,1 
20,長野県,20324,立科町,3 ,1 ,2 ,8 ,11 ,7 ,12 ,0 ,0 ,1 
20,長野県,20349,青木村,3 ,0 ,1 ,3 ,7 ,4 ,6 ,0 ,0 ,0 
20,長野県,20350,長和町,2 ,0 ,2 ,5 ,10 ,7 ,10 ,0 ,0 ,1 
20,長野県,20361,下諏訪町,11 ,1 ,0 ,21 ,33 ,18 ,12 ,1 ,0 ,3 
20,長野県,20362,富士見町,19 ,1 ,7 ,17 ,23 ,14 ,19 ,1 ,0 ,2 
20,長野県,20363,原村,2 ,1 ,2 ,6 ,13 ,8 ,15 ,0 ,0 ,1 
20,長野県,20382,辰野町,27 ,1 ,1 ,15 ,29 ,19 ,18 ,1 ,0 ,2 
20,長野県,20383,箕輪町,66 ,1 ,1 ,22 ,38 ,26 ,25 ,1 ,0 ,2 
20,長野県,20384,飯島町,20 ,1 ,4 ,7 ,14 ,9 ,11 ,1 ,0 ,1 
20,長野県,20385,南箕輪村,25 ,1 ,2 ,18 ,25 ,18 ,18 ,1 ,0 ,1 
20,長野県,20386,中川村,1 ,0 ,4 ,3 ,6 ,5 ,8 ,0 ,0 ,0 
20,長野県,20388,宮田村,20 ,0 ,1 ,7 ,13 ,9 ,8 ,1 ,0 ,1 
20,長野県,20402,松川町,17 ,1 ,2 ,11 ,18 ,13 ,16 ,1 ,0 ,1 
20,長野県,20403,高森町,10 ,1 ,1 ,12 ,17 ,13 ,16 ,1 ,0 ,1 
20,長野県,20404,阿南町,2 ,0 ,1 ,5 ,7 ,4 ,7 ,0 ,0 ,0 
20,長野県,20407,阿智村,8 ,0 ,1 ,10 ,9 ,6 ,9 ,0 ,0 ,0 
20,長野県,20409,平谷村,0 ,0 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 
20,長野県,20410,根羽村,0 ,0 ,1 ,1 ,2 ,1 ,2 ,0 ,0 ,0 
20,長野県,20411,下條村,5 ,0 ,1 ,2 ,5 ,3 ,5 ,0 ,0 ,0 
20,長野県,20412,売木村,0 ,0 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 
20,長野県,20413,天龍村,0 ,0 ,1 ,1 ,2 ,1 ,2 ,0 ,0 ,0 
20,長野県,20414,泰阜村,1 ,0 ,0 ,1 ,3 ,1 ,2 ,0 ,0 ,0 
20,長野県,20415,喬木村,3 ,0 ,1 ,5 ,8 ,6 ,8 ,0 ,0 ,1 
20,長野県,20416,豊丘村,10 ,0 ,1 ,4 ,8 ,7 ,10 ,0 ,0 ,1 
20,長野県,20417,大鹿村,0 ,0 ,0 ,1 ,2 ,1 ,3 ,0 ,0 ,0 
20,長野県,20422,上松町,7 ,0 ,2 ,6 ,7 ,4 ,5 ,0 ,0 ,0 
20,長野県,20423,南木曽町,2 ,0 ,1 ,4 ,6 ,4 ,5 ,0 ,0 ,0 
20,長野県,20425,木祖村,0 ,0 ,1 ,3 ,4 ,3 ,4 ,0 ,0 ,0 
20,長野県,20429,王滝村,0 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,0 ,0 
20,長野県,20430,大桑村,10 ,0 ,1 ,3 ,6 ,3 ,4 ,0 ,0 ,0 
20,長野県,20432,木曽町,3 ,1 ,4 ,19 ,18 ,10 ,15 ,1 ,0 ,1 
20,長野県,20446,麻績村,1 ,0 ,0 ,3 ,4 ,2 ,4 ,0 ,0 ,0 
20,長野県,20448,生坂村,0 ,0 ,0 ,1 ,3 ,2 ,3 ,0 ,0 ,0 
20,長野県,20450,山形村,2 ,0 ,1 ,11 ,12 ,9 ,14 ,1 ,0 ,2 
20,長野県,20451,朝日村,4 ,0 ,1 ,3 ,6 ,5 ,7 ,0 ,0 ,1 
20,長野県,20452,筑北村,1 ,0 ,1 ,3 ,7 ,4 ,7 ,0 ,0 ,1 
20,長野県,20481,池田町,8 ,1 ,1 ,12 ,15 ,9 ,10 ,1 ,0 ,1 
20,長野県,20482,松川村,3 ,0 ,1 ,7 ,15 ,10 ,9 ,1 ,0 ,1 
20,長野県,20485,白馬村,1 ,1 ,1 ,18 ,16 ,9 ,13 ,1 ,0 ,1 
20,長野県,20486,小谷村,0 ,1 ,1 ,4 ,5 ,3 ,5 ,0 ,0 ,0 
20,長野県,20521,坂城町,97 ,1 ,0 ,9 ,23 ,15 ,15 ,1 ,0 ,2 
20,長野県,20541,小布施町,3 ,0 ,1 ,9 ,15 ,10 ,11 ,1 ,0 ,1 
20,長野県,20543,高山村,9 ,1 ,1 ,3 ,9 ,7 ,9 ,0 ,0 ,1 
20,長野県,20561,山ノ内町,1 ,1 ,4 ,15 ,19 ,11 ,14 ,1 ,0 ,3 
20,長野県,20562,木島平村,1 ,0 ,2 ,3 ,7 ,4 ,7 ,0 ,0 ,0 
20,長野県,20563,野沢温泉村,0 ,0 ,1 ,6 ,5 ,3 ,5 ,0 ,0 ,0 
20,長野県,20583,信濃町,11 ,1 ,4 ,8 ,13 ,8 ,12 ,0 ,0 ,1 
20,長野県,20588,小川村,1 ,0 ,0 ,2 ,4 ,2 ,4 ,0 ,0 ,0 
20,長野県,20590,飯綱町,4 ,0 ,3 ,7 ,16 ,10 ,15 ,1 ,0 ,1 
20,長野県,20602,栄村,0 ,0 ,1 ,2 ,3 ,1 ,3 ,0 ,0 ,0 
21,岐阜県,21201,岐阜市,183 ,30 ,12 ,674 ,611 ,366 ,220 ,24 ,0 ,52 
21,岐阜県,21202,大垣市,436 ,12 ,7 ,223 ,227 ,150 ,96 ,9 ,0 ,27 
21,岐阜県,21203,高山市,77 ,9 ,18 ,130 ,119 ,79 ,96 ,5 ,0 ,9 
21,岐阜県,21204,多治見市,107 ,7 ,1 ,131 ,160 ,102 ,60 ,6 ,0 ,23 
21,岐阜県,21205,関市,286 ,6 ,4 ,99 ,119 ,89 ,67 ,5 ,0 ,15 
21,岐阜県,21206,中津川市,282 ,6 ,14 ,82 ,104 ,74 ,80 ,4 ,0 ,14 
21,岐阜県,21207,美濃市,91 ,1 ,3 ,20 ,27 ,20 ,17 ,1 ,0 ,3 
21,岐阜県,21208,瑞浪市,107 ,2 ,8 ,39 ,51 ,35 ,27 ,2 ,0 ,6 
21,岐阜県,21209,羽島市,51 ,5 ,2 ,69 ,91 ,66 ,46 ,4 ,0 ,0 
21,岐阜県,21210,恵那市,145 ,3 ,13 ,59 ,66 ,48 ,52 ,3 ,0 ,0 
21,岐阜県,21211,美濃加茂市,155 ,4 ,2 ,73 ,78 ,57 ,41 ,3 ,0 ,7 
21,岐阜県,21212,土岐市,136 ,3 ,1 ,63 ,82 ,55 ,42 ,3 ,0 ,10 
21,岐阜県,21213,各務原市,540 ,7 ,3 ,163 ,204 ,136 ,78 ,9 ,0 ,21 
21,岐阜県,21214,可児市,399 ,5 ,2 ,112 ,145 ,98 ,53 ,6 ,0 ,13 
21,岐阜県,21215,山県市,56 ,2 ,4 ,22 ,36 ,26 ,23 ,2 ,0 ,5 
21,岐阜県,21216,瑞穂市,62 ,3 ,2 ,48 ,75 ,52 ,31 ,3 ,0 ,7 
21,岐阜県,21217,飛騨市,72 ,2 ,6 ,24 ,29 ,21 ,26 ,1 ,0 ,3 
21,岐阜県,21218,本巣市,84 ,2 ,7 ,37 ,42 ,34 ,30 ,2 ,0 ,5 
21,岐阜県,21219,郡上市,63 ,5 ,11 ,48 ,51 ,38 ,53 ,2 ,0 ,6 
21,岐阜県,21220,下呂市,26 ,4 ,8 ,41 ,40 ,28 ,35 ,2 ,0 ,10 
21,岐阜県,21221,海津市,86 ,2 ,10 ,31 ,41 ,33 ,33 ,2 ,0 ,4 
21,岐阜県,21302,岐南町,26 ,3 ,0 ,48 ,38 ,28 ,32 ,2 ,0 ,0 
21,岐阜県,21303,笠松町,20 ,1 ,0 ,27 ,31 ,20 ,13 ,1 ,0 ,0 
21,岐阜県,21341,養老町,73 ,2 ,8 ,26 ,34 ,28 ,27 ,2 ,0 ,3 
21,岐阜県,21361,垂井町,99 ,2 ,3 ,22 ,35 ,25 ,17 ,2 ,0 ,7 
21,岐阜県,21362,関ケ原町,35 ,1 ,2 ,5 ,9 ,6 ,6 ,0 ,0 ,1 
21,岐阜県,21381,神戸町,99 ,1 ,2 ,12 ,24 ,18 ,13 ,1 ,0 ,3 
21,岐阜県,21382,輪之内町,55 ,1 ,4 ,10 ,11 ,10 ,12 ,1 ,0 ,1 
21,岐阜県,21383,安八町,47 ,1 ,1 ,11 ,18 ,15 ,13 ,1 ,0 ,2 
21,岐阜県,21401,揖斐川町,38 ,3 ,8 ,19 ,26 ,21 ,26 ,1 ,0 ,3 
21,岐阜県,21403,大野町,34 ,1 ,3 ,18 ,27 ,23 ,17 ,1 ,0 ,3 
21,岐阜県,21404,池田町,52 ,2 ,3 ,17 ,28 ,23 ,18 ,1 ,0 ,3 
21,岐阜県,21421,北方町,10 ,1 ,1 ,20 ,26 ,17 ,8 ,1 ,0 ,3 
21,岐阜県,21501,坂祝町,28 ,1 ,0 ,8 ,11 ,8 ,7 ,0 ,0 ,1 
21,岐阜県,21502,富加町,35 ,0 ,1 ,5 ,7 ,6 ,5 ,0 ,0 ,1 
21,岐阜県,21503,川辺町,24 ,1 ,1 ,7 ,13 ,10 ,9 ,1 ,0 ,1 
21,岐阜県,21504,七宗町,4 ,0 ,1 ,2 ,5 ,3 ,4 ,0 ,0 ,0 
21,岐阜県,21505,八百津町,38 ,1 ,3 ,8 ,14 ,10 ,12 ,1 ,0 ,1 
21,岐阜県,21506,白川町,5 ,1 ,3 ,7 ,10 ,7 ,13 ,0 ,0 ,1 
21,岐阜県,21507,東白川村,2 ,0 ,2 ,2 ,3 ,2 ,4 ,0 ,0 ,0 
21,岐阜県,21521,御嵩町,96 ,1 ,1 ,16 ,25 ,17 ,13 ,1 ,0 ,2 
21,岐阜県,21604,白川村,0 ,0 ,0 ,3 ,2 ,1 ,3 ,0 ,0 ,0 
22,静岡県,22100,静岡市,982 ,47 ,38 ,"1,057 ",943 ,540 ,399 ,40 ,64 ,142 
22,静岡県,22130,浜松市,870 ,47 ,106 ,"1,048 ","1,026 ",744 ,486 ,47 ,0 ,105 
22,静岡県,22203,沼津市,302 ,11 ,21 ,287 ,273 ,166 ,129 ,11 ,1 ,15 
22,静岡県,22205,熱海市,1 ,2 ,3 ,62 ,61 ,22 ,16 ,2 ,6 ,7 
22,静岡県,22206,三島市,100 ,6 ,5 ,134 ,146 ,90 ,52 ,6 ,0 ,10 
22,静岡県,22207,富士宮市,311 ,6 ,26 ,125 ,170 ,124 ,94 ,8 ,0 ,15 
22,静岡県,22208,伊東市,4 ,5 ,4 ,90 ,104 ,55 ,42 ,4 ,2 ,11 
22,静岡県,22209,島田市,145 ,5 ,9 ,97 ,114 ,90 ,73 ,6 ,0 ,13 
22,静岡県,22210,富士市,594 ,15 ,14 ,300 ,320 ,239 ,177 ,15 ,9 ,18 
22,静岡県,22211,磐田市,702 ,6 ,13 ,176 ,205 ,167 ,107 ,10 ,0 ,14 
22,静岡県,22212,焼津市,256 ,7 ,41 ,155 ,174 ,125 ,83 ,8 ,8 ,7 
22,静岡県,22213,掛川市,553 ,6 ,18 ,132 ,137 ,116 ,91 ,7 ,0 ,9 
22,静岡県,22214,藤枝市,203 ,7 ,17 ,159 ,179 ,129 ,83 ,8 ,0 ,6 
22,静岡県,22215,御殿場市,189 ,3 ,30 ,129 ,110 ,84 ,59 ,5 ,0 ,14 
22,静岡県,22216,袋井市,293 ,4 ,12 ,98 ,106 ,87 ,69 ,5 ,0 ,8 
22,静岡県,22219,下田市,1 ,1 ,5 ,35 ,31 ,17 ,21 ,1 ,0 ,2 
22,静岡県,22220,裾野市,111 ,2 ,6 ,67 ,63 ,49 ,33 ,3 ,0 ,3 
22,静岡県,22221,湖西市,626 ,2 ,10 ,48 ,73 ,57 ,38 ,3 ,0 ,0 
22,静岡県,22222,伊豆市,6 ,2 ,9 ,37 ,39 ,26 ,31 ,2 ,10 ,5 
22,静岡県,22223,御前崎市,63 ,4 ,8 ,37 ,35 ,33 ,34 ,2 ,5 ,4 
22,静岡県,22224,菊川市,124 ,1 ,28 ,42 ,55 ,47 ,39 ,3 ,0 ,3 
22,静岡県,22225,伊豆の国市,62 ,2 ,4 ,54 ,63 ,41 ,34 ,3 ,0 ,4 
22,静岡県,22226,牧之原市,473 ,3 ,4 ,54 ,50 ,45 ,55 ,3 ,5 ,5 
22,静岡県,22301,東伊豆町,0 ,1 ,2 ,17 ,18 ,9 ,10 ,1 ,0 ,3 
22,静岡県,22302,河津町,1 ,0 ,1 ,9 ,10 ,6 ,8 ,0 ,0 ,2 
22,静岡県,22304,南伊豆町,2 ,1 ,3 ,9 ,11 ,6 ,9 ,0 ,0 ,1 
22,静岡県,22305,松崎町,0 ,0 ,1 ,7 ,8 ,5 ,6 ,0 ,0 ,1 
22,静岡県,22306,西伊豆町,1 ,0 ,3 ,9 ,11 ,6 ,6 ,0 ,1 ,1 
22,静岡県,22325,函南町,12 ,2 ,1 ,30 ,49 ,33 ,23 ,2 ,0 ,2 
22,静岡県,22341,清水町,38 ,2 ,1 ,45 ,42 ,29 ,19 ,2 ,0 ,0 
22,静岡県,22342,長泉町,195 ,2 ,3 ,56 ,55 ,36 ,20 ,3 ,0 ,2 
22,静岡県,22344,小山町,59 ,1 ,3 ,33 ,22 ,17 ,15 ,1 ,0 ,4 
22,静岡県,22424,吉田町,128 ,2 ,1 ,30 ,35 ,28 ,25 ,2 ,0 ,2 
22,静岡県,22429,川根本町,3 ,1 ,1 ,7 ,8 ,6 ,10 ,0 ,0 ,0 
22,静岡県,22461,森町,58 ,1 ,5 ,15 ,20 ,17 ,17 ,1 ,0 ,1 
23,愛知県,23100,名古屋市,"1,875 ",176 ,23 ,"4,562 ","2,907 ","1,564 ",961 ,135 ,44 ,251 
23,愛知県,23201,豊橋市,833 ,20 ,60 ,441 ,411 ,348 ,244 ,22 ,16 ,62 
23,愛知県,23202,岡崎市,"1,517 ",18 ,29 ,429 ,422 ,354 ,197 ,23 ,0 ,61 
23,愛知県,23203,一宮市,301 ,17 ,9 ,399 ,417 ,321 ,166 ,22 ,0 ,34 
23,愛知県,23204,瀬戸市,228 ,4 ,4 ,116 ,145 ,109 ,60 ,8 ,0 ,17 
23,愛知県,23205,半田市,614 ,6 ,10 ,141 ,132 ,109 ,67 ,7 ,6 ,9 
23,愛知県,23206,春日井市,462 ,15 ,3 ,306 ,353 ,255 ,134 ,18 ,0 ,40 
23,愛知県,23207,豊川市,454 ,7 ,27 ,189 ,202 ,171 ,115 ,11 ,16 ,29 
23,愛知県,23208,津島市,62 ,4 ,4 ,81 ,68 ,56 ,44 ,4 ,0 ,7 
23,愛知県,23209,碧南市,451 ,3 ,6 ,69 ,75 ,68 ,47 ,4 ,6 ,9 
23,愛知県,23210,刈谷市,863 ,7 ,5 ,249 ,171 ,139 ,78 ,9 ,0 ,17 
23,愛知県,23211,豊田市,"8,849 ",20 ,41 ,466 ,462 ,418 ,256 ,25 ,0 ,60 
23,愛知県,23212,安城市,"1,371 ",7 ,8 ,209 ,196 ,172 ,103 ,11 ,0 ,30 
23,愛知県,23213,西尾市,869 ,9 ,25 ,152 ,169 ,167 ,128 ,10 ,0 ,22 
23,愛知県,23214,蒲郡市,154 ,3 ,6 ,84 ,84 ,70 ,44 ,5 ,17 ,11 
23,愛知県,23215,犬山市,312 ,2 ,4 ,73 ,80 ,63 ,34 ,4 ,0 ,7 
